OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-201468,14892,Whole Grain Super Seeded Cracker,Nairn's,137 g,"France, en:united-kingdom",1/5/2026,18.26
REC-405699,11208,Chicles,Mentos,30 g,"France,Morocco",6/25/2025,3.65
REC-188836,10229,Wafers chocolate 0% azÃºcares,FlorbÃº,160 g,"Chile, Spain, en:morocco",7/4/2024,20.54
REC-618463,13837,Tostada Petit,GullÃ³n,,"Switzerland, en:morocco",8/13/2025,13.51
REC-574499,14190,PRAWN CRACKERS,ASIA GREEN GARDEN,100 g,"Germany,United Kingdom",9/18/2025,23.04
REC-446034,14284,Prosport - barre cacahuÃ¨tes ðŸ¥œet caramel salÃ©,Eat Natural,3 x 45 g,en:fr,5/12/2024,7.18
REC-511807,12459,Les P'tits CURIEUX barres cookies choco noisettes,Bjorg,140g (8 barres),France,6/13/2024,23.71
REC-455222,10484,Encas Ã©quilibrÃ©,GerlinÃ©a,93 g,France,2/2/2026,23.22
REC-533248,12515,La madeleine cÅ“ur framboise,Bonne Maman,300 g,France,12/5/2025,13.01
REC-796087,7177,Lightly Salted Tortilla Chips,Everyday Essentials,200g,United Kingdom,10/19/2025,5.09
REC-873749,13441,Galette moelleuse chocolat au lait,St Michel,180 g,France,2/24/2025,8.21
REC-981704,8021,Barre moelleuse Cranberries & Noisettes,Belvita,,"France, en:belgium",5/3/2024,11.73
REC-191071,5479,Abbracci,"Barilla, Mulino Bianco",350g,"en:france, en:germany, en:italy, en:Italy",5/10/2024,2.71
REC-327209,6442,Noir 70% noisettes et amandes caramÃ©lisÃ©es,cÃ´te d'or,100g,France,2/15/2025,23.51
REC-815047,6745,Savane Max Barr',Brossard,210g (7x30g),en:fr,7/29/2025,24.07
REC-238702,11191,McCoy's Ridge Cut - Salt & Malt Vinegar Flavour Potato Crisps,McCoy's,45 g,United Kingdom,2/27/2024,19.25
REC-155513,7499,Alpenmilch,Ritter Sport,,Germany,10/12/2025,6.33
REC-411415,8156,Biscuit pavot goÃ»t passion,Bjorg,130g,France,1/12/2025,3.83
REC-361998,11067,Parle-G gold 75g,Parle,50 g,en:India,10/25/2025,18.02
REC-438617,6967,Barritas de chocolate blanco,Hacendado,,"Spain, en:portugal",1/10/2026,8.31
REC-996928,7996,Chocolate Negro 55%,Hacendado,150g,"Marruecos,EspaÃ±a",9/11/2025,7.32
REC-721694,14794,Snickers,Mars,41.7 g,United Kingdom,9/24/2025,17.99
REC-743959,7002,Gaufres au miel,Carrefour,175 g,"France, Italie, Espagne",7/29/2024,16
REC-457749,6480,Les P'tites Madeleines Nature,Ker CadÃ©lac,412 g,France,5/11/2024,
REC-972201,8408,Co-op Shortbread Fingers 380g,Coop,20,en:United Kingdom,9/23/2024,21.28
REC-496506,10963,Roasted And Salted Peanuts,Alesto,400 g,en:United Kingdom,7/8/2024,6.9
REC-475535,6431,Pop corn sucre de canne,Vico,240 g (3x80 g),France,9/7/2025,12.91
REC-493372,8826,Multigrain Crackers,Tesco,,en:united-kingdom,5/27/2025,10.16
REC-961684,5886,Orange Dark Chocolate,Tesco Finest,100g,United Kingdom,12/15/2024,2.01
REC-686191,6806,Mint Dark Chocolate,Tesco Finest,100g,United Kingdom,3/1/2024,17.2
REC-460306,12728,Fruit & Fibre Bars Apple & Cinnamon,,3 x 44g,en:United Kingdom,12/1/2024,20.44
REC-822607,9112,Dark Chocolate Corn Thins 4 x (130g),,130g,"France, Spain, United Kingdom",12/9/2024,19.17
REC-989368,13822,Chocolate Chip Shortbread,,125g,"France,Royaume-Uni",11/14/2025,
REC-302228,6517,All Butter Flapjacks,Marks & Spencer,320 g,"France, Royaume-Uni",12/7/2024,2.11
REC-564580,6016,fresh stacks the original,RITZ,11.8oz,United States,3/7/2024,
REC-937044,12099,Chocolate Chip,Clif Bar,2.40 oz (68 g),"Australia,United States",10/21/2024,23.71
REC-193413,8255,Mini Marzipan Butterstollen Konfekt Classic,Favorina,350 g,"France,Germany,United Kingdom",3/28/2025,
REC-254903,7069,Tablette de chocolat noir,Fin CarrÃ©,,France,10/15/2025,2.27
REC-808321,12433,Popcorn sÃ¼ss,Snack Day,3x100g,"France,Germany,en:en,en:germany",11/23/2024,20.71
REC-247138,10718,Coeurs pain d'Ã©pices chocolat noir,"Favorina,Aachener Zucker und Backwaren Paul Schaeffer,Lidl",300 g,"Czech Republic,France,Germany,Italy,Luxembourg,Poland,Serbia",4/27/2024,9.52
REC-250995,10686,Caramel et biscuit,"KrÃ¼ger,Ludwig Schokolade,Mister Choc",5x58g,"Denmark,Finland,France,Germany,Greece,Italy,Poland,Sweden",5/8/2025,22.02
REC-521773,7656,Cookies Haselnusscreme & Schokolade,"Lidl,Sondey,Merba",200 g,"Bulgaria,France,Germany,Hungary",5/13/2025,
REC-231322,6575,Avena digestive,Aurada,425 g,Spain,9/7/2024,14.93
REC-674125,9358,Pitted Ripe Olives,"Crespo, Euroliva  S.A.  Ctra., à¸„à¸£à¸µà¸ªà¹‚à¸›",,"à¸›à¸£à¸°à¹€à¸—à¸¨à¸à¸£à¸±à¹ˆà¸‡à¹€à¸¨à¸ª,à¸›à¸£à¸°à¹€à¸—à¸¨à¹€à¸¢à¸­à¸£à¸¡à¸™à¸µ,à¸›à¸£à¸°à¹€à¸—à¸¨à¸£à¸±à¸ªà¹€à¸‹à¸µà¸¢,à¸›à¸£à¸°à¹€à¸—à¸¨à¸ªà¸§à¸´à¸•à¹€à¸‹à¸­à¸£à¹Œà¹à¸¥à¸™à¸”à¹Œ,à¸›à¸£à¸°à¹€à¸—à¸¨à¹„à¸—à¸¢ (Thai),à¸ªà¸«à¸£à¸±à¸à¸­à¹€à¸¡à¸£à¸´à¸à¸²",8/17/2025,
REC-987210,14765,Dragibus,Haribo,40 g,"Belgique,France,Suisse",10/29/2025,1.59
REC-879118,11703,Surfizz GoÃ»ts Fruits,Lutti,0.2 kg,France,7/19/2024,4.82
REC-414781,9649,Chips saveur barbecue,,45 g,France,7/20/2025,7.39
REC-541536,12438,"Gerble - Gluten and Lactose Free Madeleines, 200g (7.1oz)",GerblÃ©,200 g,France,12/28/2024,24.34
REC-113940,5068,Brownie Ã  la FranÃ§aise Chocolat ðŸ«,St Michel,240g â„®,Francia,7/17/2024,13.42
REC-669510,9854,"Bonne Maman - Coconut Croquants, 150g (5.3oz)",Bonne maman,,"Francia,Alemania",9/22/2025,23.57
REC-719430,7265,Lunettes myrtille,Bjorg,200 g,France,5/6/2025,21.34
REC-121626,12916,FourrÃ©s duo cacao,Bjorg,,France,1/18/2025,8.63
REC-643869,8398,SablÃ© amande saveur citron 200g BIO,Chabrior,200 g,France,4/17/2025,17.04
REC-749970,5317,Tablette dÃ©gustation chocolat noir 90% - 100g,"Ivoria, Les CrÃ©ations Ivoria, Les creations",100 g,France,8/1/2025,23.2
REC-667097,6763,Formule Zen,,200 g,"France,La RÃ©union",3/10/2024,14.18
REC-914857,8338,Daco Bello Formule detente,Daco Bello,200 g,France,8/25/2025,11.27
REC-790494,13116,Les SablÃ©s,,"125 g, 4.41 oz, 16 biscuits","Canada,France,Italie,Suisse",11/23/2024,13.89
REC-485273,6330,TUILES goÃ»t paprika,"CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour",170 g,"France, Italie, Espagne",5/23/2025,18.93
REC-156999,12187,Petit beurre ðŸ§ˆOriginal,,200 g,"Belgium, France, Italy, Poland, Romania, Spain, en:morocco",7/17/2025,12.13
REC-168209,14384,Chocolat noir,Carrefour,126 g,"France,Maroc, Italie, Espagne",9/13/2025,20.96
REC-989599,11611,carottes rÃ¢pÃ©es,"Marque RepÃ¨re, Menu FraÃ®cheur",500 g,France,7/28/2024,17.81
REC-157816,6343,DÃ©li Matin PÃ©pites de chocolat,"Marque RepÃ¨re, P'tit DÃ©li",600 g,France,6/22/2024,21
REC-547082,5111,Biscuits tablette chocolat au lait,"Bio Village, Marque RepÃ¨re",150 g,France,8/4/2025,17.26
REC-120009,12157,Tortillas nature,"Jardin Bio, Jardin biologique",125 g,France,2/6/2024,15.92
REC-167326,10092,mendiant de luxe,Seeberger,400g,"France,Allemagne,Suisse",4/4/2025,
REC-477500,11534,Kinder Chocolate,Kinder,150 g,ÄŒesko,4/28/2025,
REC-511376,7896,Werther's Original,Storck,135 g,"Denmark, Finland, France, Norway, Poland, Spain, Sweden, en:united-kingdom",1/13/2026,9.54
REC-172047,11852,,Tesco,,"France,Ireland,United Kingdom",12/7/2025,
REC-617539,14898,Rich Tea Biscuit,Tesco,300g,"France, en:united-kingdom",9/6/2024,
REC-721665,8220,Furrows Sea Salt & Vinegar,Tyrrellâ€™s,,"Frankreich,Vereinigtes KÃ¶nigreich,Deutschland",4/9/2025,20.26
REC-632783,10363,Sea salt,popchips,,"France, United Kingdom",9/2/2024,20.63
REC-562355,8788,7Days Bake Rolls Pizza 80g,7 Days,80g,"Ð ÑƒÐ¼ÑŠÐ½Ð¸Ñ,Ð‘ÑŠÐ»Ð³Ð°Ñ€Ð¸Ñ",4/10/2024,17.52
REC-430013,9722,LOTUS BISCOFF Speculoos Original - 375g (3x125g),"Biscoff,Lotus",375 g,"Francia,EspaÃ±a,Suiza",1/3/2026,5.62
REC-447694,12129,Kitkat,,48,"France,Royaume-Uni",4/21/2025,15.78
REC-807074,12989,Netsle Chocolat noir 100% cacao,NestlÃ©,125 g,"Marruecos,EspaÃ±a",3/21/2025,23.56
REC-704083,13572,PÃ©pito chocolat au lait,"Lu, Mondelez, PÃ©pito",192 g,"France,Suisse",5/19/2024,11.03
REC-798949,8256,Noir Pistaches CaramÃ©lisÃ©es,CÃ´te d'Or,180 g,"Belgique,France,Pays-Bas",2/1/2025,24.1
REC-553265,7504,Colazione piÃ¹ con 5 cereali,Kinder,290 g,"France,Italy,Switzerland",12/27/2025,10.14
REC-185851,5067,Lay's Potato Chips,Lay's,50 g,"India,United States,Canada",3/22/2024,21.81
REC-752993,11735,hula hoops bbq,KP Snacks,6 x 24 g,"Ireland, en:united-kingdom",2/14/2025,3.74
REC-986891,5790,Pain d'Ã©pices au miel,Carrefour,,"France, en:morocco",1/13/2025,20.89
REC-486665,7988,grenode salted peanut Protein Bar,Grenade,,"Belgien, Frankreich, Vereinigtes KÃ¶nigreich, Germany",10/4/2025,4.28
REC-970738,5431,Oaties,Tower Gate,,"France,United Kingdom",3/3/2025,8.68
REC-615411,14006,Sweet & Salty Popcorn,Butterkist,100g,United Kingdom,7/21/2025,1.64
REC-507905,6466,Rough Oatcakes,,250g,"France,United Kingdom",8/8/2024,10.29
REC-473307,5245,Milka mlecna Alpin,,100 g,"Ð ÑƒÐ¼ÑŠÐ½Ð¸Ñ,Ð‘ÑŠÐ»Ð³Ð°Ñ€Ð¸Ñ",4/19/2024,
REC-215755,6706,Speculoos,Sondey,250g,Nederland,6/8/2024,24.68
REC-913871,5740,Dry Roasted Lightly Salted Peanuts,PLANTERS,,"Spain,United States",12/15/2024,19.15
REC-600785,12959,Rich Tea,Belmont Biscuits,300 g,"Ireland,United Kingdom",7/2/2024,16.14
REC-244928,12723,,lotto,,"Bulgaria, Spain, en:romania",1/4/2025,
REC-188902,5940,Organic Sea Salt Multigrain Tortilla Chips,,1,"en:United States,en:United States, World",8/22/2024,19.48
REC-290106,14654,Knoppers,Storck,25g,en:fr,9/23/2024,19.79
REC-713073,12678,Tartines Craquantes Sarrasin,"Jardin bio, LÃ©a Nature Jardin Bio",150 g,France,11/19/2024,4.97
REC-921661,7645,Mamia Strawberry and Apple Oaty Bars,Aldi,6x25g,en:gb,3/17/2024,3.87
REC-952041,6128,Galaxy Minstrels Pouch Bag,Mars,125 g,United Kingdom,12/19/2024,22.71
REC-880944,11162,Mint,Aldi,5 x 25 g,"Ireland, en:united-kingdom",5/8/2025,15.46
REC-205848,12416,8 Meringue Nests,Tesco Finest,,en:United Kingdom,12/31/2024,18.45
REC-246073,7229,Donuts,Sondey,,"France,Royaume-Uni",6/22/2024,4.11
REC-641406,8425,Napolitain l'original,LU,12 x 30g,en:fr,10/23/2024,14.24
REC-998524,11543,Olive & rosemary ovali italian cracker crisps,Crosta & Mollica,,en:gb,8/10/2025,4.21
REC-908164,8023,Salted peanuts,"Sainsburys, Stamford Street Co",200g,en:gb,1/15/2026,12.38
REC-527294,14181,Pringles paprika 175 gr,Pringles,,Italy,2/10/2025,18.77
REC-448274,11211,Eucalyptus,Ricola,"52,5 g",France,2/11/2025,19.83
REC-618421,10071,Brets saveur Pili Pili,,125 g,France,9/9/2025,7.21
REC-915074,13089,,Nakd,120 g,"Belgique,France",12/23/2025,
REC-282857,13320,Krackwheat,Jacob's,230g,en:United Kingdom,2/6/2024,23.24
REC-874480,11166,"VEGETABLES* Carottes, betteraves, patates douces, panais",Carrefour,100 g,"France,Espagne",5/29/2024,14.23
REC-931323,5019,Bbq PopChips,popchips,17 g,United Kingdom,4/27/2024,13.8
REC-794137,13235,Parle-G,"Parle, Britannia",100g,"United States,India",6/23/2024,18.64
REC-468585,6950,Chips nature,"Lay's, Lays",370 g,France,5/20/2025,21.58
REC-710619,7309,Cookies Classique Noisette,Delacre,,"Belgium, France, en:italy",9/8/2025,4.83
REC-245365,9662,Taste the Difference Brioche Burger Bun,Sainsbury's,,en:gb,9/8/2025,2.08
REC-904550,7153,Tartines craquantes noisette imp,Le Pain des Fleurs,,France,10/29/2025,14.94
REC-165913,8331,NAKD PROTEIN - Caramel - | Barres protÃ©inÃ©es | 7g de protÃ©ines vÃ©gÃ©tales | 100% d'ingrÃ©dients naturels | Sans sucres ajoutÃ©s | 3 x 45g | 135g,Nakd,135 g,"United Kingdom,Netherlands, France",9/3/2025,13.31
REC-461493,5977,GrÃ¼n-Ohr Hase vegan,Katjes,175g,"Germany, en:austria",1/11/2026,13.28
REC-684418,11834,Digestive,Tesco,,"Germany,United Kingdom",5/26/2024,17.54
REC-770021,6050,M&Mâ€™s Crispy,M&M'S,187 g,"France,Netherlands",12/30/2025,17.68
REC-733355,12789,Crushed Sea Salt & Black Peppercorn Crisps,"Walkers, Sensations",150g,en:United Kingdom,4/27/2024,10.6
REC-833932,9364,Barre CacahuÃ¨tes Caramel Chocolat,,,fr,2/17/2024,15.64
REC-689052,7623,Hot Kickin' Sour Cream Flavour,Pringles,160g,"Germany, United Kingdom, en:morocco",1/27/2025,7.7
REC-979255,12872,Monaco,Belin,95 g,France,6/9/2024,
REC-737554,6712,Salted Lentil Chips,,18g,en:United Kingdom,12/31/2024,17.82
REC-132519,9486,Eat Natural Dark Chocolate With Cranberries And Macadam,Eat Natural,40 gram,United Kingdom,1/3/2026,13.95
REC-880562,7080,Percy pig,Marks & Spencer,170g,"Germany,United Kingdom",7/1/2024,14.83
REC-382215,10434,Raisins,,20 OZ (567g),United States,12/10/2025,18.61
REC-499672,10033,Pretzel Crisps Original Organic,,28 oz,"United States, World",10/23/2025,
REC-235620,12129,No Added Sugar Smooth Dark Chocolate,Sainsbury's,100g,"France, United Kingdom",8/4/2025,15.16
REC-753199,12825,Botersprits,Sondey,400g,"Frankreich, Germany",7/29/2025,24.35
REC-477150,12037,Stollen with Marzipan,"Favorina, Lidl",750 g,"Belgium,France,Spain",11/14/2025,6.76
REC-121367,6191,Snack Gurken,"Max & Lena, MyCubies",250g,"Frankreich,Deutschland,Schweiz",11/10/2024,11.15
REC-300247,5701,Saveur Sour Cream & Onion,,170 g,"France,Espagne",6/15/2024,7.56
REC-224179,5852,Mini GÃ¢ches,,360 g,France,11/10/2025,18.01
REC-407150,10888,BIO tortitas chips maiz,,125 g,"Francia,EspaÃ±a",1/11/2025,12.52
REC-522316,13035,Bio crackers,"Grafschafter,Lidl,Maitre Jean Pierre,Tastino",200 gram,"RepÃºblica Checa,Francia,EspaÃ±a",12/7/2025,24.71
REC-523674,13062,madeleines coquilles,Tante Odile,400 g,France,10/13/2024,23.2
REC-762440,12750,Granola Gros Ã©clats de Chocolat,"Granola, Kraft Foods, LU, Mondelez, Unilever",184 g (8 biscuits),"France,Martinique",2/16/2025,20.5
REC-327006,5636,"Petit DÃ©j, CÃ©rÃ©ales et chocolat",GerblÃ©,200 g (4x 50 g ),France,11/9/2025,16.3
REC-175902,5418,SablÃ©s Framboise Rooibos,GerblÃ©,150g,France,10/27/2024,1.68
REC-882686,5061,Sablissime chocolat au lait,Bjorg,200 g,France,7/23/2024,14.63
REC-597706,9077,Speculoos,,,"France, Guadeloupe, Italy, Spain, en:morocco",12/2/2024,18.18
REC-685903,8681,Petits boudoirs - Biscuit aux nourrissons,"Babybio, Vitagermine",120 g,France,12/14/2024,8.95
REC-769923,11560,Barres cÃ©rÃ©ales GoÃ»t Chocolat au lait - Banane,"Carrefour, Produits Blancs",150,"France,Maroc, Italie, Espagne",2/11/2024,6.31
REC-902446,11282,Chocolate 52% especial postres,,200 g,"France,Italie,Espagne",7/22/2024,24.93
REC-879088,11280,La galette bretonne pur beurre,"Marque RepÃ¨re, P'tit DÃ©li",125 g,France,5/31/2025,20.2
REC-334114,14276,CacahuÃ¨tes - GrillÃ©es & SalÃ©es,"Marque RepÃ¨re, Tokapi",250 g,France,1/28/2025,17.34
REC-379510,8366,Madeleines aux oeufs frais,"Marque RepÃ¨re,P'tit DÃ©li",500 g,France,8/31/2024,20.57
REC-882102,12717,Barres cÃ©rÃ©ales Fraise,"Bio Village, Marque RepÃ¨re",125 g,France,1/2/2026,17.01
REC-445782,14560,Pain Ã©pice au miel,"Bio Village,Marque RepÃ¨re",300 g,"France,La RÃ©union",7/9/2024,14.93
REC-456394,14303,Ð‘Ð¸ÑÐºÐ²Ð¸Ñ‚Ð¸ ÐšÐ°Ñ„Ðµ,Sweet plus,160 Ð³,"Bulgaria, Morocco, en:france",9/8/2025,20.92
REC-181359,13011,Lindt Lindor Melkesjokolade Stick,Lindt & SprÃ¼ngli,38g,"Australien,Ã–sterreich,Frankreich,Marokko,Neuseeland,Schweiz,Vereinigtes KÃ¶nigreich",3/5/2024,19.41
REC-241264,5405,Chipsfrisch gesalzen,funny frisch,175g,"Francia,Alemania,EspaÃ±a",4/1/2024,7.49
REC-642279,11345,Butterkeks 30% weniger Zucker,Leibniz,150 g,"Austria,Germany",1/3/2025,15.78
REC-100353,10141,Choco Leibniz,"Leibniz,Bahlsen",125g,"BÃ©lgica,Alemania,Italia,EspaÃ±a,Reino Unido",10/10/2025,5.59
REC-115315,11500,BEEF JERKY ORIGINAL,JACK LINK'S,25 g,"Belgium,France,Switzerland,United Kingdom",7/14/2025,16.42
REC-928209,12001,Balisto yoberry,Balisto,"166,5 g","Ã–sterreich,Belgien,Frankreich,Deutschland",9/14/2024,14.31
REC-997199,12845,Peanut Pouch,,125g,"France,en:gb,",12/10/2024,6.92
REC-736145,9785,Pastilles menthol-eucalyptus,Fisherman's Friend,75 g (3 x 25 g),France,1/2/2025,12.43
REC-909271,8611,Kettle Chips L / Salt 40g,Kettle,,"France, Spain, en:united-kingdom",9/17/2025,23.72
REC-737379,13846,Eat Real Hummus Chips Tomato & Basil Flavour 45g,Eat Real,45g,"Czech Republic, France, United Kingdom, en:morocco",10/14/2025,22.36
REC-989411,14672,Limited Edition Black Truffle & Sea Salt,Tyrrell's,150 g,"France,United Kingdom",7/3/2025,16.11
REC-384250,8700,Berry Delight,nÃ¡kd,35 g,"Czech Republic,France,Netherlands,UK",3/24/2025,11.38
REC-161663,8856,Yoyos Mango Multipack 5 x,Bear,5x20g,"France, en:united-kingdom",5/3/2025,
REC-521919,10674,Sesame Snaps,Sesame Snaps,30 g,"France,United Kingdom,en:united-kingdom",11/20/2024,8.73
REC-734677,9295,DÃ©jeuner REM,"LU, Mondelez, REM",3*255g,France,4/28/2024,
REC-957100,12896,M&M's Peanut,M&M's,"90 g,","Belgium, Poland, Romania, en:hungary",1/12/2025,22.96
REC-638980,8777,Barni ciocolata,Moldiez,30,"France, Romania, en:bulgaria",12/8/2024,23.11
REC-968085,14371,Classic Collection Chocolate Bars,Green & Blacks,,"France, United States, en:united-kingdom",3/6/2024,16.75
REC-805594,11386,,"Milka,Mondelez",26g x2,"France,Italy",9/14/2024,
REC-668865,10360,Petit moelleux,LU,140 g,"France,en:Belgique",6/1/2024,16.92
REC-744549,5976,Cote d'or noir truffÃ©,cote d\'or,190 g,"Belgique,France",12/29/2024,15.2
REC-425220,7567,Raffaello gaufrettes enrobÃ©es de noix de coco fourrÃ©es cube x30- 300g,"Confetteria raffaello, Ferrero",300 g,"Frankreich,Schweiz",12/28/2024,21.52
REC-332734,8122,Mulino bianco abbracci biscuits au cacao et a la creme 350g,Mulino Bianco,350 g,"Belgium, France, Germany, Italy, en:united-kingdom",10/25/2025,20.88
REC-361159,9772,Galleta MarÃ­a Ligera Sin Sal y Sin AzÃºcares AÃ±adidos,GullÃ³n,600 g (3 x 200 g),"Francia,EspaÃ±a",6/18/2025,16.6
REC-412049,8134,Galletas mini caritas con crema de cacao,,329 g,EspaÃ±a,1/30/2026,17.06
REC-709917,5716,Protein Bar,Nutrend,,"France, en:italy",3/21/2025,6.61
REC-860374,6360,Chocolate Chip Soft & Chewy Granola Bar,Kirkland Signature,24 g,"United States, en:united-kingdom",8/23/2025,17.18
REC-400601,5646,original made with sea salt,,,"United States,World",8/6/2024,
REC-531828,12730,SOFT BAKES Strawberry Filled,belVita,250g,"France, en:united-kingdom",10/28/2025,
REC-456165,8845,Fruit & nut bars protein packed,Eat Natural,3 x 45 g,"France,United Kingdom",7/29/2025,
REC-999038,6740,Choco noisette,Noiseraie,300 g,France,11/3/2025,10.28
REC-555450,10633,Strawberry lunchbox loaves,Soreen,150g,"United Kingdom,United States",10/13/2025,11.93
REC-746318,14460,Prawn Crackers,Tesco,60 g,United Kingdom,4/26/2025,
REC-863617,5321,,"Bedo Imex B.V., microwave",300g,"Belgicko,FrancÃºzsko,Nemecko,Slovensko",12/30/2024,
REC-480642,14880,Protein Arachidi & Cioccolato,"General Mills,Nature Valley",4 x 40 g,Espagne,11/21/2025,11.53
REC-486275,10855,Galleta Choco Negro,Hacendado,"150 g (4 x 37,5 g)","Portugal,EspaÃ±a",3/8/2024,3.79
REC-281382,13051,Sesame SnapsÂ® 4 x,Sesame Snaps,120 g,"United Kingdom,en:united-kingdom",2/11/2025,15.44
REC-982558,8943,Simply salted,Butterkist,180g,"EspaÃ±a,Reino Unido",9/25/2025,
REC-282934,5125,popcorn,Snack day,300 g,"Ð‘ÑŠÐ»Ð³Ð°Ñ€Ð¸Ñ,Ð ÑƒÐ¼ÑŠÐ½Ð¸Ñ",8/24/2025,6.86
REC-845560,7454,hanuta Riegel,"Ferrero, Hanuta",34.5g,"Bulgaria, Germany, en:morocco",2/19/2025,9.14
REC-670645,5190,Jengibre,Hacendado,350,EspaÃ±a,4/30/2024,4.68
REC-388577,13112,Grain Free Tortilla Chips,Siete,5 oz (142 g),"France, World, en:united-states",4/23/2024,15.58
REC-543669,6893,Hula Hoops Original,"Hula Hoops, KP Snacks",12 x 24g,en:gb,11/9/2024,24.45
REC-666258,5509,"Galactic Brownies With Chocolate Candies, Chocolate Candies",Mr. Brownie,1 brownie,"Frankreich, Spanien, Welt, Germany",1/27/2026,22.36
REC-492857,7396,Ridge Cut Flame Grilled Steak,McCoy's,,en:gb,8/21/2024,18.17
REC-592930,8252,Lightly Salted Hand Cooked Crinkle Cut Crisis,aldi,,en:gb,1/10/2025,16.41
REC-800842,9071,Sea Salted Crisps,Asda,,en:gb,6/30/2025,1.33
REC-321199,5039,Baked squeezed pretzels with tomatoes and herbs,Elephant,70g,"France, Germany, Hungary, en:morocco",6/1/2025,21.8
REC-126461,14406,Multigrain Bites,Snaktastic,,en:gb,10/24/2024,19.42
REC-412141,13151,Wasa delicate crisp rosemary 190g we,Wasa,190 g,"Belgique,France",11/16/2024,11.49
REC-143872,10856,Gifflar Vanilla,PÃ¥gen AB,260g,"France, Sweden, United Kingdom, en:germany",10/7/2025,23.08
REC-678709,11965,Taste the Difference Sea Salt & Suffolk Cider Vinegar Potato Crisps,Sainsbury's,150g,en:United Kingdom,10/28/2025,6.09
REC-145995,12011,Cream crackers,M&S,300g,en:fr,5/18/2025,19.11
REC-991264,10838,Dark 85% cacao,NestlÃ©,120 g,"Spain, en:morocco",11/27/2025,3.12
REC-436554,9919,Barres de cÃ©rÃ©ales Fruits Rouges,GrainÃ©a,126 g,France,10/5/2024,3.61
REC-779042,6816,,Pilos,40 g,"RÃ©publique tchÃ¨que,Pologne",8/8/2025,
REC-996544,13375,GoÃ»ters BN au chocolat,BN,2 x 285 g,France,5/6/2024,14.07
REC-783197,13818,Protein Flapjacks: Smooth Lemon,Trek,3 x 50 g,"United Kingdom,Ireland",10/10/2025,11.7
REC-587460,7348,Peanut Snaps,PEANUT SNAPS,3 x 40 g,en:fr,4/21/2025,20.29
REC-111609,5943,Nachos,"Snack Day,Lidl",150 g,EspaÃ±a,11/4/2024,12.45
REC-847891,12709,Les PyrÃ©nÃ©ens,"Lindt, Lindt & SprÃ¼ngli",175 g e,France,12/30/2024,
REC-448171,8938,Delight Bar Cocoa Orange,Alesto,50g,"Austria,Bulgaria,Hungary,Romania",5/27/2024,15.52
REC-905940,13142,Ricola douceur de miel,,50 g,"Brazil  en:france, en:france",7/14/2025,24.46
REC-470578,8436,Parmesan & Garlic Twists,Tesco,,en:gb,8/5/2024,6.08
REC-458197,7226,Doritos flamin hot,Doritos,,en:ma,8/18/2024,9.4
REC-224984,13167,,DmBio,100g,en:germany,3/19/2025,
REC-784321,13023,NAKD CacahuÃ¨te Chocolish - 120g (4x1p),Nakd,,"en:be, France",5/7/2024,21.95
REC-365158,11522,Maple Pecan Almond,Kind,3Ã—30g,en:gb,12/20/2025,9.62
REC-214249,10522,Pico-Balla,Haribo,160g,Deutschland,1/21/2025,24.44
REC-989140,5646,Baked - 6 Pack,Walkers,132g,United Kingdom,5/20/2024,17.79
REC-535776,7931,Milka,Milka,,en:ma,9/3/2024,1.31
REC-805703,7375,Chipsfrisch Oriental,Funny-Frisch,150g,Germany,6/25/2025,22.49
REC-908216,8695,Tobigo crousty,,,en:ma,5/8/2024,23.92
REC-634019,7241,Organic Garden Crisp Veggie cracker,"innofoods organic/biologique, Inno Foods",454g,"Canada, World, en:united-kingdom",6/16/2025,24.51
REC-677507,8542,MiSURA Dolcesenza Biscotti integrali con cereali,Misura,280 g,Italia,3/17/2024,
REC-217723,10807,Chocolate negro 55% cacao con almendras,Hacendado,200 g,"Marruecos,EspaÃ±a",11/4/2024,12.06
REC-277449,6397,NestlÃ© Kitkat Cereal,nestle,330g,Morocco,10/21/2025,3.71
REC-419791,11740,celebrations,Celebrations,600g,"United Kingdom, en:france",4/17/2024,9.64
REC-171743,11624,Mini Cheese Crackers,Organix,,en:United Kingdom,7/25/2024,18.12
REC-819010,9229,intrecci,MULINO BIANCO,,en:Italy,8/30/2025,
REC-666235,8949,Chips saveur cheddar jalapeno,Bret's,125 g,France,9/28/2025,
REC-570067,11721,Brunch Choc Chip,Cadbury,5 x 28g (140g),"Switzerland,United Kingdom",4/1/2025,4.28
REC-843900,7961,Tartines crac form,GerblÃ©,250g,France,1/22/2026,8.77
REC-395126,13073,Shortbread Fingers,Walker's,150 g,"Germany,Italy,Switzerland,United States,New Zealand",5/31/2024,22.74
REC-662685,12107,Lightly Salted Crispy Baked Veggie Snacks,Harvest Snaps,3.3oz (94g),"United States, World",3/31/2024,20.85
REC-284912,9354,Muesli Bar Cranberry,Crownfield,200 g (8 Riegel x 25 g),"en:france,en:germany,en:switzerland,en:Belgium",8/12/2025,13.82
REC-621713,9414,Fior di Integrale,Realforno,700 g,italia,6/6/2025,23.6
REC-746426,5127,Petit beurre,Tastino,,France,10/17/2025,19.39
