"OrderID","CustomerID","ProductName","Brand","Raw_Weight","Country","OrderDate","UnitPrice","ProdutName","Weight_Numeric","Weight_Unit","Weight_grams","Main_Country"
"REC-962558",5068,"LOTUS DINOSAURUS Original Chocolat lait 225g (4x3p)","Lotus, Lotus Bakeries","225 g","France,La RÃ©union",2025-06-08,13.94,"LOTUS DINOSAURUS Original Chocolat lait 225g (4x3p)",225,"g",225,"France"
"REC-641713",14614,"Biscoff","Lotus","186 g","Czech Republic,France,Italy,Spain,Switzerland,United Kingdom",2025-06-20,15.51,"Biscoff",186,"g",186,"Czech Republic"
"REC-618722",13083,"Toblerone White","Unknown","","en:bolivia, en:france, en:germany, en:morocco, en:Suiza",2025-09-17,6.67,"Toblerone White",NA,NA,NA,"en:bolivia"
"REC-672625",10975,"Milka Choc & Choc","MILKA","175 g","BÃ©lgica,Francia,Alemania,EspaÃ±a",2024-05-19,9.39,"Milka Choc & Choc",175,"g",175,"BÃ©lgica"
"REC-284045",14898,"Alpine Milk","Milka,Mondelez","270 g","Austria,Francia,Alemania,Portugal,EspaÃ±a",2025-05-11,11.25,"Alpine Milk",270,"g",270,"Austria"
"REC-415154",13799,"Mini Oreo","Oreo,Mondelez","160 g (4 x 40 g)","Austria,Francia,EspaÃ±a",2025-05-26,13.52,"Mini Oreo",160,"g",160,"Austria"
"REC-144391",11694,"Wafers alla vaniglia","balconi","45 g","Italy, Morocco, en:france",2024-11-26,12.84,"Wafers alla vaniglia",45,"g",45,"Italy"
"REC-462936",11321,"Doritos Tex-mex","Doritos","44g","Francia,Marruecos,EspaÃ±a",2024-07-12,6.94,"Doritos Tex-mex",44,"g",44,"Francia"
"REC-564988",10918,"8 Pains au lait frais Bio Ã  la farine complÃ¨te 280g","la boulangÃ¨re","280 g","France",2025-05-25,20.51,"8 Pains au lait frais Bio Ã  la farine complÃ¨te 280g",280,"g",280,"France"
"REC-671166",7613,"Galletas Maria Sin Gluten","Hacendado","205 g","EspaÃ±a",2024-12-15,13.93,"Galletas Maria Sin Gluten",205,"g",205,"EspaÃ±a"
"REC-819983",8543,"Noir extra 99%","Equador","100 g","France",2025-11-17,9.56,"Noir extra 99%",100,"g",100,"France"
"REC-166982",9132,"Fagottini","Balocco","700 g","Italy",2024-05-14,14.33,"Fagottini",700,"g",700,"Italy"
"REC-847357",13894,"Caramel Almond & Sea salt bar","Kind","","en:gb",2025-01-31,3.42,"Caramel Almond & Sea salt bar",NA,NA,NA,"en:gb"
"REC-778795",8219,"Recette Ã  l'ancienne","Lay's, Lays","295 g","en:fr",2024-05-04,10.07,"Recette Ã  l'ancienne",295,"g",295,"en:fr"
"REC-188613",10014,"Protein Cookie Double Chocolate","Bodymass","75 g","France",2025-01-29,23.05,"Protein Cookie Double Chocolate",75,"g",75,"France"
"REC-749759",7610,"Pavesini 200 gr","Pavesi","200 g","Francia,Italia",2025-01-04,4.1,"Pavesini 200 gr",200,"g",200,"Francia"
"REC-966890",8123,"Donut","Unknown","","en:ma",2026-01-26,15.36,"Donut",NA,NA,NA,"en:ma"
"REC-409122",12661,"Barre protÃ©inÃ©e","Joyfuel","55 g","en:fr",2025-05-31,4.47,"Barre protÃ©inÃ©e",55,"g",55,"en:fr"
"REC-162042",10063,"Palitos frutos secos","Hacendado","130g","EspaÃ±a",2025-02-25,6.98,"Palitos frutos secos",130,"g",130,"EspaÃ±a"
"REC-370964",7843,"Sfogliatine glassate","Unknown","200 g","Bulgaria,Francia,Italia",2024-09-11,7.9,"Sfogliatine glassate",200,"g",200,"Bulgaria"
"REC-828818",6623,"Bruges Assortment Biscuits","Delacre, Ferrero","200 g","Belgique,France",2025-04-28,14.56,"Bruges Assortment Biscuits",200,"g",200,"Belgique"
"REC-378837",6892,"Lutti guimauve chocolat","Lutti","0.185 kg","France",2025-06-19,23.56,"Lutti guimauve chocolat",0.185,"kg",185,"France"
"REC-350692",12955,"madeleines","Saint Michel","75 g","France",2024-10-27,14.88,"madeleines",75,"g",75,"France"
"REC-602222",8934,"Tablette dessert chocolat noir 52% - 200g","IntermarchÃ©, Ivoria","200 g","France",2024-10-09,13.92,"Tablette dessert chocolat noir 52% - 200g",200,"g",200,"France"
"REC-355268",10536,"Brioche TranchÃ©e","Carrefour","500 g","France",2025-03-12,14.07,"Brioche TranchÃ©e",500,"g",500,"France"
"REC-353264",10679,"TaboulÃ© au poulet Ã  la ciboulette","Pierre Martinet","300 g","France",2024-08-30,22.15,"TaboulÃ© au poulet Ã  la ciboulette",300,"g",300,"France"
"REC-488857",8372,"8 Pains au lait","Unknown","280 g","France",2024-03-18,16.63,"8 Pains au lait",280,"g",280,"France"
"REC-531968",8834,"Tartines craquantes froment","Marque RepÃ¨re, Ã‰pi d'Or","250 g","France",2024-02-22,9.8,"Tartines craquantes froment",250,"g",250,"France"
"REC-365666",10155,"Chinois crÃ¨me pÃ¢tissiÃ¨re","La FournÃ©e DorÃ©e","600 g","France",2025-12-06,8.14,"Chinois crÃ¨me pÃ¢tissiÃ¨re",600,"g",600,"France"
"REC-613926",6869,"Grand cÅ“ur fondant, chocolat noisettes","Michel et Augustin,Ferrero","180 g","France,Switzerland",2024-04-17,24.67,"Grand cÅ“ur fondant, chocolat noisettes",180,"g",180,"France"
"REC-626897",6851,"Spearmint Flavour","Wrigley's Extra","84g","France,United Kingdom,en:united-kingdom",2024-11-23,2.36,"Spearmint Flavour",84,"g",84,"France"
"REC-715439",6053,"Twiglets Original","Jacobs","150 grame","France, en:united-kingdom",2025-02-10,7.68,"Twiglets Original",150,"grame",150,"France"
"REC-699888",6852,"Tuc","Tuc","150 g","France,Royaume-Uni",2024-10-28,10.61,"Tuc",150,"g",150,"France"
"REC-115358",9210,"Nutella & GO","Ferrero","","Belgium,France,Germany,Switzerland",2026-02-04,6.16,"Nutella & GO",NA,NA,NA,"Belgium"
"REC-714727",6682,"Roasted & Salted Peanuts","Stockwell & Co, Tesco","200g","France,Germany,United Kingdom",2024-06-01,16.89,"Roasted & Salted Peanuts",200,"g",200,"France"
"REC-562376",12578,"Momo white","Excelo","35 g","France,Morocco",2025-08-05,6.25,"Momo white",35,"g",35,"France"
"REC-186239",9356,"Ð¥Ñ€ÑƒÑ-Ñ…Ñ€ÑƒÑ","Maxi sticks","60 g","Bulgaria",2025-02-11,15.49,"Ð¥Ñ€ÑƒÑ-Ñ…Ñ€ÑƒÑ",60,"g",60,"Bulgaria"
"REC-383171",14854,"Le Sfoglie","Italiamo","225 g e","Croatia, France, Spain, United Kingdom, en:romania",2026-02-04,3.89,"Le Sfoglie",225,"g",225,"Croatia"
"REC-154746",11883,"Vitamin coconut bar","Sante","50g","Egypt, Germany, Morocco, Romania, en:poland",2025-08-20,2.66,"Vitamin coconut bar",50,"g",50,"Egypt"
"REC-710440",10010,"Protein Bar Chocolate Brownie","Lidl","135 g (3 x 45 g)","France,Italy,Spain,United Kingdom",2025-07-15,17.3,"Protein Bar Chocolate Brownie",135,"g",135,"France"
"REC-238083",5395,"Chocolate negro 72%","Hacendado","100 g","Morocco,Spain",2025-03-17,18.71,"Chocolate negro 72%",100,"g",100,"Morocco"
"REC-894864",8441,"Kinder tronky","Ferrero,Kinder","90 g (5 x 18 g)","Australie,France,Allemagne,Nouvelle-ZÃ©lande",2024-12-15,9.88,"Kinder tronky",90,"g",90,"Australie"
"REC-903339",12486,"Barritas de galleta rellenas de arÃ¡ndanos","Hacendado","125 g","Portugal,EspaÃ±a",2025-03-31,14.06,"Barritas de galleta rellenas de arÃ¡ndanos",125,"g",125,"Portugal"
"REC-527625",13919,"milka triple chocolat avec morceaux de biscuits","Milka","","en:Morocco",2025-08-10,5.99,"milka triple chocolat avec morceaux de biscuits",NA,NA,NA,"en:Morocco"
"REC-827523",14604,"Mini Rollos Chocolat au Lait & Coeur fondant au Lait","LU,Mondelez,PÃ©pito","225 g","France",2025-09-15,17.15,"Mini Rollos Chocolat au Lait & Coeur fondant au Lait",225,"g",225,"France"
"REC-911943",13632,"Chips Ã  l'Ancienne nature","CMI (Carrefour Marchandises Internationales), Carrefour, Carrefour Original, Groupe Carrefour","150 g","France, en:morocco",2025-11-30,4.45,"Chips Ã  l'Ancienne nature",150,"g",150,"France"
"REC-225721",5885,"Sel et Poivre","Unknown","","France",2024-02-12,14.92,"Sel et Poivre",NA,NA,NA,"France"
"REC-674813",5520,"Tablette dÃ©gustation chocolat noir 70% - 100g","Les CrÃ©ations, Producteur & CommerÃ§ant","","France, en:belgium",2025-09-21,20.33,"Tablette dÃ©gustation chocolat noir 70% - 100g",NA,NA,NA,"France"
"REC-362150",8096,"P'tit dÃ©j bio cÃ©rÃ©ales et chocolat","Unknown","190 g","France,Spain",2024-04-18,4.59,"P'tit dÃ©j bio cÃ©rÃ©ales et chocolat",190,"g",190,"France"
"REC-765266",12093,"Dipster","Carrefour","170 g","France,Italie,Espagne",2025-12-14,15.35,"Dipster",170,"g",170,"France"
"REC-678283",13434,"Chocolat noir aux Ã©clats d'amandes","Alter Eco","100 g","France",2025-09-08,18.13,"Chocolat noir aux Ã©clats d'amandes",100,"g",100,"France"
"REC-526402",12595,"Snacks a Jacks Chocolate Chip Rice Cakes 180g","Snack a Jacks","180g","France,United Kingdom",2024-04-17,4.86,"Snacks a Jacks Chocolate Chip Rice Cakes 180g",180,"g",180,"France"
"REC-247704",12305,"Dark chocolate bar with cranberries and macadamias","Eat Natural","3 Ã— 45 g","France,United Kingdom",2024-12-28,7.33,"Dark chocolate bar with cranberries and macadamias",3,"g",3,"France"
"REC-360645",8571,"Pipers Lye Cross Cheddar & Onion Crisps","Pipers","","France, en:united-kingdom",2025-09-22,9.9,"Pipers Lye Cross Cheddar & Onion Crisps",NA,NA,NA,"France"
"REC-432468",14210,"raw fruit & nut bar","nakd.","1 x 35g","Spain, en:united-kingdom",2025-05-01,22.52,"raw fruit & nut bar",1,"x",1,"Spain"
"REC-896481",8436,"Snack Aper Matutano Doritos Tex-Mex 120g","Doritos, Pepsico","120 g","France, Portugal, en:morocco",2024-10-01,9.3,"Snack Aper Matutano Doritos Tex-Mex 120g",120,"g",120,"France"
"REC-346240",7082,"Fibrextra","Misura","330g","æ³•å›½,æ„å¤§åˆ©,ç‘žå£«,Japan",2024-02-11,14.43,"Fibrextra",330,"g",330,"æ³•å›½"
"REC-810414",9410,"Choco Chip Cookies","SchÃ¤r,ARVID NORDQUIST NORGE AS","200 g","France,Germany,Italy,Netherlands,Poland,Spain,Switzerland",2025-04-27,10.19,"Choco Chip Cookies",200,"g",200,"France"
"REC-196394",9919,"Digestive Choco","Unknown","270 g","Francia,Portugal,EspaÃ±a",2024-08-24,2.74,"Digestive Choco",270,"g",270,"Francia"
"REC-570728",13112,"Maria","GullÃ³n","","Belgium, en:morocco",2024-03-22,15.36,"Maria",NA,NA,NA,"Belgium"
"REC-318805",13443,"Lu thÃ© pocket","LU","264g","France",2026-01-01,21.95,"Lu thÃ© pocket",264,"g",264,"France"
"REC-454748",14468,"KP Dry Roasted Peanuts","KP","415g","France,United Kingdom",2025-12-19,23.96,"KP Dry Roasted Peanuts",415,"g",415,"France"
"REC-832139",10919,"Kinder Cards Family-Pack 20days","Ferrero, Kinder","256g","Frankreich,Deutschland",2024-12-18,11.72,"Kinder Cards Family-Pack 20days",256,"g",256,"Frankreich"
"REC-485234",10933,"Organic Peruvian 85% Cocoa Dark Chocolate","Moser Roth","100 g","United Kingdom",2025-04-08,24.43,"Organic Peruvian 85% Cocoa Dark Chocolate",100,"g",100,"United Kingdom"
"REC-695546",12172,"Nascondini mb 330g int. eu","Mulino Bianco","330 g","Hrvatska,Francuska,NjemaÄka,Italija",2024-02-21,7.68,"Nascondini mb 330g int. eu",330,"g",330,"Hrvatska"
"REC-775836",13262,"Salted Potato Rings","Hula Hoops","45 g","United Kingdom",2025-12-08,22.27,"Salted Potato Rings",45,"g",45,"United Kingdom"
"REC-922538",11230,"trufas","lacasa","250g","en:Morocco",2024-12-21,13.28,"trufas",250,"g",250,"en:Morocco"
"REC-963706",10143,"Granola cookie cÅ“ur extra moelleux","Granola","5 x 28 g","France",2025-01-05,9.71,"Granola cookie cÅ“ur extra moelleux",5,"x",5,"France"
"REC-886381",5823,"Oaty & Crispy Avoine & Cacao x 5 barres de 23 g","Unknown","115 g","en:fr",2024-07-15,15.3,"Oaty & Crispy Avoine & Cacao x 5 barres de 23 g",115,"g",115,"en:fr"
"REC-966843",6397,"Avoine & miel","Nature Valley","115g","France",2024-05-08,23.61,"Avoine & miel",115,"g",115,"France"
"REC-951651",7853,"SpÃ©culoos","Sondey","500 g (2 x 250 g)","France",2025-06-15,2.7,"SpÃ©culoos",500,"g",500,"France"
"REC-466621",12051,"Chocolat noir bio 70% cacao","Fair,simplement bon et bio","100 g e","France",2025-06-22,2.59,"Chocolat noir bio 70% cacao",100,"g",100,"France"
"REC-479956",8720,"Glico Mikado & Go - Chocolat au lait","LU, Mikado","39 g","France, Spain, en:italy",2025-11-02,1.02,"Glico Mikado & Go - Chocolat au lait",39,"g",39,"France"
"REC-267547",5737,"Triangolini SÃ©same","Belin","100 g","France,en:france",2024-12-24,3.81,"Triangolini SÃ©same",100,"g",100,"France"
"REC-600661",6897,"300G DRAGÃ–LO HARIBO","Haribo","300 g","France",2025-03-22,8.33,"300G DRAGÃ–LO HARIBO",300,"g",300,"France"
"REC-758659",11467,"BÃ©nÃ©nuts 3D's Bugles GoÃ»t bacon","3D's Bugles, BENENUTS, LAYS, PepsiCo","85 g","Francia",2025-05-01,3.62,"BÃ©nÃ©nuts 3D's Bugles GoÃ»t bacon",85,"g",85,"Francia"
"REC-912417",8284,"Crousti Chocolat","Gerlinea","102 g","France",2026-01-15,6.9,"Crousti Chocolat",102,"g",102,"France"
"REC-133930",12583,"Tartelettes framboise","Bonne Maman","135 g","Belgique,France,Allemagne,Suisse,Royaume-Uni",2024-04-27,19.72,"Tartelettes framboise",135,"g",135,"Belgique"
"REC-229387",8763,"Chips de lÃ©gumes","Bouton D'Or, Les creations","100 g","France",2024-02-16,24.46,"Chips de lÃ©gumes",100,"g",100,"France"
"REC-120214",6934,"Curly CacahuÃ¨te L'Original","Curly,Intersnack,Vico","2 x 100 g","France",2025-07-18,1.71,"Curly CacahuÃ¨te L'Original",2,"x",2,"France"
"REC-447636",14455,"DÃ©li Matin allÃ©gÃ© de 30% en sucres aux pÃ©pites de chocolat","Marque RepÃ¨re, P'tit DÃ©li","300 g","France",2024-04-15,7.75,"DÃ©li Matin allÃ©gÃ© de 30% en sucres aux pÃ©pites de chocolat",300,"g",300,"France"
"REC-578343",11561,"DÃ©li Matin Multi-CÃ©rÃ©ales","Marque RepÃ¨re,P'tit DÃ©li","400 g","France",2025-04-30,12.33,"DÃ©li Matin Multi-CÃ©rÃ©ales",400,"g",400,"France"
"REC-551973",7959,"Chocolat noir FÃ¨ves de cacao","Ethiquable","100 g","France",2024-07-08,13.58,"Chocolat noir FÃ¨ves de cacao",100,"g",100,"France"
"REC-110289",12074,"Finest Selection Assorted European Chocolates","Merci,Storck","400 g","Bulgaria,France,Germany,Spain,Switzerland,Qatar",2025-10-22,4.94,"Finest Selection Assorted European Chocolates",400,"g",400,"Bulgaria"
"REC-805359",6340,"Sour Cream & Cracked Black Pepper Flavour Wholegrain Snack","Sunbites","","France, en:united-kingdom",2025-10-28,7.36,"Sour Cream & Cracked Black Pepper Flavour Wholegrain Snack",NA,NA,NA,"France"
"REC-388577",12823,"Doritos Tangy Cheese","Doritos,Walkers","180g","United Kingdom",2025-03-01,19.3,"Doritos Tangy Cheese",180,"g",180,"United Kingdom"
"REC-870994",6103,"Oreo Original","Oreo","154 g","France,Royaume-Uni",2024-10-06,5.35,"Oreo Original",154,"g",154,"France"
"REC-533704",9456,"Caramelo Liquido","Royal, Mondelez","400 g","Frankreich, Marokko, Spanien, Germany",2024-11-02,1.95,"Caramelo Liquido",400,"g",400,"Frankreich"
"REC-237148",11569,"Original Neapolitaner","Manner","400g","Czech Republic,Germany",2025-02-24,18.15,"Original Neapolitaner",400,"g",400,"Czech Republic"
"REC-500768",13433,"Barritas frutos secos","Hacendado","4 x 30 g","EspaÃ±a",2024-11-05,8.09,"Barritas frutos secos",4,"x",4,"EspaÃ±a"
"REC-132115",12282,"MarÃ­a choco","Hacendado","","Spain",2025-08-21,21.34,"MarÃ­a choco",NA,NA,NA,"Spain"
"REC-969205",8290,"Chocolat Noir IRRESISTIBLE 70%","Co Op","","United Kingdom",2025-03-11,17.29,"Chocolat Noir IRRESISTIBLE 70%",NA,NA,NA,"United Kingdom"
"REC-128027",7976,"Galletas Relieve","Hacendado","645 g","EspaÃ±a",2025-09-21,18.57,"Galletas Relieve",645,"g",645,"EspaÃ±a"
"REC-794061",8432,"Schtroumpfs","Haribo","300 g","France",2024-06-02,19.69,"Schtroumpfs",300,"g",300,"France"
"REC-391244",5957,"All Butter Pistachio and Almond Cookies","Unknown","200 g","Czech Republic, France, Thailand, Scotland, en:united-kingdom",2024-02-22,14.47,"All Butter Pistachio and Almond Cookies",200,"g",200,"Czech Republic"
"REC-803408",12788,"Lightly Salted Rice Crackers","Unknown","","United Kingdom",2025-07-02,10.59,"Lightly Salted Rice Crackers",NA,NA,NA,"United Kingdom"
"REC-451300",11473,"Cereali G - granola e frolla","Galbusera","300 g","Italy",2024-12-14,24.48,"Cereali G - granola e frolla",300,"g",300,"Italy"
"REC-535797",5960,"Petites tartelettes Chocolat caramel","Unknown","250 g","Belgium,France",2025-11-24,16.84,"Petites tartelettes Chocolat caramel",250,"g",250,"Belgium"
"REC-182838",10269,"Biscuits petit dÃ©jeuner","WW, Weight Watchers","16 200g","France",2024-10-06,7.48,"Biscuits petit dÃ©jeuner",16,"g",16,"France"
"REC-421396",13767,"chocolate orange dipped almonds","Deliciously Ella","27g","France, en:united-kingdom",2025-06-23,1.41,"chocolate orange dipped almonds",27,"g",27,"France"
"REC-825231",12446,"Tablette Lait noisettes et amandes pilÃ©es","Merveilles du Monde","100 g","France",2025-12-17,4.28,"Tablette Lait noisettes et amandes pilÃ©es",100,"g",100,"France"
"REC-314385",14938,"Petites Madeleines","Bonne Maman","235 g","France,Royaume-Uni",2024-10-01,24.68,"Petites Madeleines",235,"g",235,"France"
"REC-861014",5869,"FlÃ»tes feuilletÃ©es fromage","Snaktastic","150g","France,Germany,United Kingdom",2024-05-10,6.43,"FlÃ»tes feuilletÃ©es fromage",150,"g",150,"France"
"REC-402908",11994,"Musli bar apple","Crownfield","200g","Alemanha",2024-08-17,10.63,"Musli bar apple",200,"g",200,"Alemanha"
"REC-855527",9299,"10 pains au lait","Carrefour","","France, en:belgium",2025-01-13,24.67,"10 pains au lait",NA,NA,NA,"France"
"REC-589457",7325,"Biscuits Croquants Avoine Chocolat","Evernat","130 g","France",2025-07-17,5.62,"Biscuits Croquants Avoine Chocolat",130,"g",130,"France"
"REC-972625",12470,"Chocolat dessert pÃ¢tissier","Marque RepÃ¨re,Tablette d'Or","","France,Allemagne,La RÃ©union,Tunisie",2025-10-26,24.02,"Chocolat dessert pÃ¢tissier",NA,NA,NA,"France"
"REC-762627",6644,"Tables du Mondes - Tortillas chips original","Marque RepÃ¨re, Tables du Monde","200 g","France",2025-09-25,12.62,"Tables du Mondes - Tortillas chips original",200,"g",200,"France"
"REC-310695",10372,"Rochers - chocolat au lait","Suchard","245 g","France, en:be",2025-03-07,19.92,"Rochers - chocolat au lait",245,"g",245,"France"
"REC-167697",11029,"SablÃ©s authentiques Ã‰peautre","Unknown","","France",2024-10-31,12.08,"SablÃ©s authentiques Ã‰peautre",NA,NA,NA,"France"
"REC-622907",10440,"Tartines craquantes avoine","Jardin bio, LÃ©a Nature","150 g","France",2024-06-04,15.05,"Tartines craquantes avoine",150,"g",150,"France"
"REC-100261",5312,"Lapin dâ€™or chocolat au lait","Lindt","100g","Ã…land Islands, Finland, France, Germany, Sweden, Switzerland, en:united-kingdom",2024-06-13,16.17,"Lapin dâ€™or chocolat au lait",100,"g",100,"Ã…land Islands"
"REC-261443",5800,"Milchschnitte 10er-Pack","kinder,Ferrero","280 g (10 x 28 g)","Ã–sterreich,Frankreich,Deutschland,Italien",2024-04-13,10.2,"Milchschnitte 10er-Pack",280,"g",280,"Ã–sterreich"
"REC-628281",11146,"Salted Tortilla Chips","Essential Waitrose & Partners","","France, United Kingdom",2024-03-10,6.63,"Salted Tortilla Chips",NA,NA,NA,"France"
"REC-218902",11304,"After Eight","NestlÃ©","200g","France, Germany, Switzerland, en:morocco",2026-01-07,19.8,"After Eight",200,"g",200,"France"
"REC-433228",14407,"After Eight Dark Chocolate Thins","Unknown","400 g","Francia,Germania,Paesi Bassi,Svezia,Italia",2025-09-23,18.72,"After Eight Dark Chocolate Thins",400,"g",400,"Francia"
"REC-520060",7760,"Tuc Sour Cream & Onion","LU","100g","Danmark,Frankrig,Tyskland,Schweiz",2025-06-21,16.75,"Tuc Sour Cream & Onion",100,"g",100,"Danmark"
"REC-711588",13073,"Schoko Bons","Ferrero,Kinder","125 g","Austria,France,Germany,Hungary,Italy,Romania,Switzerland",2024-10-14,19.31,"Schoko Bons",125,"g",125,"Austria"
"REC-955736",11280,"Ricola eucalyptus","Ricola","70 g","France",2026-02-01,3.71,"Ricola eucalyptus",70,"g",70,"France"
"REC-109679",14129,"Loacker","Loacker","90 g","France, United Kingdom, en:romania",2025-09-27,15.75,"Loacker",90,"g",90,"France"
"REC-769831",5442,"MarÃ­a sin gluten","GullÃ³n","","Hungary,Morocco,Spain",2024-10-05,11.06,"MarÃ­a sin gluten",NA,NA,NA,"Hungary"
"REC-254616",13795,"Milk Chocolate Coated Caramel Wafer Biscuit","Tunnockâ€™s","30g","France,Spain,United Kingdom",2025-04-29,18.55,"Milk Chocolate Coated Caramel Wafer Biscuit",30,"g",30,"France"
"REC-223368",5063,"Chocolat Kinder Chocofresh fourrÃ© lait noisette x5","Ferrero, Kinder","102.5g","Autriche,Belgique,France,Allemagne,Roumanie,Suisse,Royaume-Uni,Hongrie",2025-09-18,20.25,"Chocolat Kinder Chocofresh fourrÃ© lait noisette x5",102.5,"g",102.5,"Autriche"
"REC-238171",13021,"Chocolat PÃ¢tissier Noir CORSE 70% CACAO","Carrefour BIO, Carrefour","200 g","France",2025-10-06,14.81,"Chocolat PÃ¢tissier Noir CORSE 70% CACAO",200,"g",200,"France"
"REC-820874",14237,"Tangfastics","HARIBO","175 g","United Kingdom",2025-11-12,11.54,"Tangfastics",175,"g",175,"United Kingdom"
"REC-485210",14406,"Butter croissant","Aldi","","United Kingdom",2024-08-16,7.89,"Butter croissant",NA,NA,NA,"United Kingdom"
"REC-253854",13050,"Mature Cheddar & Red Onion","Unknown","130g","en:United Kingdom",2025-12-07,23.98,"Mature Cheddar & Red Onion",130,"g",130,"en:United Kingdom"
"REC-129540",8156,"GerblÃ© - No Sugar Added Apple Blackcurrant Cake Filling, 180g (6.4oz)","GerblÃ©","180 g","France",2024-05-15,16.88,"GerblÃ© - No Sugar Added Apple Blackcurrant Cake Filling, 180g (6.4oz)",180,"g",180,"France"
"REC-924905",10265,"Ferrero Rocher Haselnuss white","Ferrero","90 g","France, Italy, Morocco, en:united-kingdom",2025-07-23,3.34,"Ferrero Rocher Haselnuss white",90,"g",90,"France"
"REC-885830",13132,"Milk Chocolate Buttons 38%","Montezuma","180g","en:gb",2025-02-28,13.58,"Milk Chocolate Buttons 38%",180,"g",180,"en:gb"
"REC-357279",5714,"Sweet and salty nut","Nature Valley","150g","United Kingdom, en:france",2025-03-08,19.07,"Sweet and salty nut",150,"g",150,"United Kingdom"
"REC-622082",7939,"Dominican Republic Dark Chocolate 72","Unknown","","United Kingdom",2024-10-28,20.7,"Dominican Republic Dark Chocolate 72",NA,NA,NA,"United Kingdom"
"REC-663875",6608,"Tablette de chocolat 100% cacao variÃ©tÃ©s native PÃ©rou","ETHIQUABLE","100 g","France",2024-04-21,18.79,"Tablette de chocolat 100% cacao variÃ©tÃ©s native PÃ©rou",100,"g",100,"France"
"REC-811450",14043,"Excellence Noir Orange sanguine de Sicile","Lindt","","France",2024-02-14,20.95,"Excellence Noir Orange sanguine de Sicile",NA,NA,NA,"France"
"REC-235626",6769,"Madeleines sorties du four","LE STERN","","en:fr",2025-07-12,16.86,"Madeleines sorties du four",NA,NA,NA,"en:fr"
"REC-263162",7739,"Pom-Bar","Chio","","Bulgaria, en:romania",2025-05-14,5.58,"Pom-Bar",NA,NA,NA,"Bulgaria"
"REC-317392",13484,"Nut & Fruit mix","Natural Happiness","150 g","France,Maroc",2025-09-17,9.59,"Nut & Fruit mix",150,"g",150,"France"
"REC-665020",8005,"Chewing gum pure fresh","Mentos","100g","France",2025-06-23,12.32,"Chewing gum pure fresh",100,"g",100,"France"
"REC-751576",6613,"Milka triple caramel","Unknown","","en:ma",2024-05-25,17.35,"Milka triple caramel",NA,NA,NA,"en:ma"
"REC-910501",8133,"flipo","henrry's","3 /18g","en:Morocco",2024-02-19,2.17,"flipo",3,"g",3,"en:Morocco"
"REC-828771",10251,"FIG BAR Blueberry","NATURE'S BAKERY","2 oz","France,United States, World",2025-09-28,14.96,"FIG BAR Blueberry",2,"oz",2,"France"
"REC-700700",8556,"Potato Wedges sÃ¼lt krumpli","Harvest Basket","750g","Finland,France,Germany,Slovenia,Spain",2025-12-30,22.87,"Potato Wedges sÃ¼lt krumpli",750,"g",750,"Finland"
"REC-885399",14433,"La Coqueline (fraise)","Unknown","165 g e","France",2025-05-25,11.14,"La Coqueline (fraise)",165,"g",165,"France"
"REC-419542",12739,"Prince Choco'ðŸ«Barre - Barre cÃ©rÃ©aliÃ¨re au chocolatðŸ«","LU","125 g","en:france, en:monaco, en:Switzerland",2024-09-24,4.29,"Prince Choco'ðŸ«Barre - Barre cÃ©rÃ©aliÃ¨re au chocolatðŸ«",125,"g",125,"en:france"
"REC-997234",11315,"Excellence Noir Zeste de Citron Vert","Lindt","100 g","France,Italie,Espagne,Suisse",2025-04-20,6.62,"Excellence Noir Zeste de Citron Vert",100,"g",100,"France"
"REC-908188",5678,"GÃ©noise chocolat orange GerblÃ© sans sucres","GerblÃ©","140 g","Francia,Suiza",2024-06-10,14.71,"GÃ©noise chocolat orange GerblÃ© sans sucres",140,"g",140,"Francia"
"REC-466284",10746,"Madeleines","Unknown","300 g","France",2024-08-29,23.94,"Madeleines",300,"g",300,"France"
"REC-849172",13249,"Madeleine","Le Ster","25 g","France,en:france",2024-08-04,9.14,"Madeleine",25,"g",25,"France"
"REC-477050",5066,"Brioche tranchÃ©e","Chabrior, IntermarchÃ©","500 g e","France",2024-04-28,1.34,"Brioche tranchÃ©e",500,"g",500,"France"
"REC-975262",10026,"Ma Salade de Lentilles Ã  la Lyonnaise","Pierre Martinet","300 g","France,en:france",2024-05-19,18.77,"Ma Salade de Lentilles Ã  la Lyonnaise",300,"g",300,"France"
"REC-692776",14428,"Coeur coulant au chocolatðŸ«","Bonne maman","160 g (2 * 80g)","France",2024-08-23,14.13,"Coeur coulant au chocolatðŸ«",160,"g",160,"France"
"REC-831710",7549,"Petits sablÃ©s Beaufort","Ferrero,Michel et Augustin","100 g","France",2025-01-08,2.16,"Petits sablÃ©s Beaufort",100,"g",100,"France"
"REC-106778",5126,"Kinder Pingui","Kinder","30 g","Bosnie-HerzÃ©govine,Bulgarie,Croatie,France,Hongrie,Italie,Moldavie,MontÃ©nÃ©gro,MacÃ©doine du Nord,Roumanie,Serbie",2024-08-25,20.44,"Kinder Pingui",30,"g",30,"Bosnie-HerzÃ©govine"
"REC-366090",9908,"flash","Unknown","","France,Morocco",2025-11-01,20.56,"flash",NA,NA,NA,"France"
"REC-403416",13850,"Manyana","Alimani","26g","Maroc",2025-07-24,19.63,"Manyana",26,"g",26,"Maroc"
